fir_id,fir_number,crime_type,ipc_sections,station_id,district,occurred_at,reported_at,hour_of_day,status,modus_operandi,latitude,longitude
F2365,2365,Chain snatching,"IPC 379, 356",ST00048,Hubballi,2026-03-26T18:55:00,2026-03-27T16:55:00,18,Under investigation,evening market snatch,15.33834,75.13011
F2366,2366,Online fraud,"IT Act 66C, 66D; IPC 420",ST00006,Jayanagar,2026-05-22T09:07:00,2026-05-22T10:07:00,9,Under investigation,fake KYC call,12.92619,77.56902
F2367,2367,Online fraud,"IT Act 66C, 66D; IPC 420",ST00010,BTM,2026-05-07T16:29:00,2026-05-08T06:29:00,16,Open,OTP scam,12.92292,77.62679
F2368,2368,Chain snatching,"IPC 379, 356",ST00030,Electronic City,2026-02-23T18:23:00,2026-02-24T10:23:00,18,Open,2-wheeler snatch,12.81587,77.67201
F2369,2369,Online fraud,"IT Act 66C, 66D; IPC 420",ST00004,BLR South,2026-03-18T11:03:00,2026-03-19T19:03:00,11,Open,UPI request fraud,12.91663,77.60165
F2370,2370,Burglary,"IPC 454, 457",ST00027,Yelahanka,2026-01-04T05:15:00,2026-01-05T07:15:00,5,Open,ATM tamper,13.11937,77.57755
F2371,2371,Vehicle theft,IPC 379,ST00032,Electronic City,2026-03-22T23:31:00,2026-03-23T13:31:00,23,Open,lock-break theft,12.87234,77.68388
F2372,2372,Burglary,"IPC 454, 457",ST00007,Jayanagar,2026-06-03T03:32:00,2026-06-03T06:32:00,3,Under investigation,ATM tamper,12.91333,77.56208
F2373,2373,Vehicle theft,IPC 379,ST00010,BTM,2026-02-26T03:16:00,2026-02-26T10:16:00,3,Open,lock-break theft,12.92901,77.62398
F2374,2374,Chain snatching,"IPC 379, 356",ST00042,Mangaluru,2026-05-24T20:14:00,2026-05-24T22:14:00,20,Open,2-wheeler snatch,12.9045,74.84572
F2375,2375,Burglary,"IPC 454, 457",ST00050,Belagavi,2026-05-08T05:11:00,2026-05-08T16:11:00,5,Open,ATM tamper,15.8677,74.52144
F2376,2376,Mobile theft,IPC 379,ST00048,Hubballi,2026-01-15T19:42:00,2026-01-16T14:42:00,19,Open,shop-counter lift,15.33249,75.12613
F2377,2377,Mobile theft,IPC 379,ST00034,Electronic City,2026-06-03T15:55:00,2026-06-04T17:55:00,15,Open,shop-counter lift,12.8504,77.67753
F2378,2378,Burglary,"IPC 454, 457",ST00043,Mangaluru,2026-02-09T00:25:00,2026-02-09T04:25:00,0,Under investigation,shutter-break,12.91383,74.86621
F2379,2379,Vehicle theft,IPC 379,ST00025,KR Puram,2026-06-25T02:26:00,2026-06-26T00:26:00,2,Under investigation,parking-lot lift,13.00203,77.6922
F2380,2380,Chain snatching,"IPC 379, 356",ST00033,Electronic City,2026-03-12T18:00:00,2026-03-13T19:00:00,18,Under investigation,pillion-rider grab,12.8139,77.68887
F2381,2381,Mobile theft,IPC 379,ST00020,Whitefield,2026-01-28T15:11:00,2026-01-29T11:11:00,15,Open,shop-counter lift,12.95766,77.73425
F2382,2382,House break-in,"IPC 457, 380",ST00027,Yelahanka,2026-05-12T02:53:00,2026-05-13T09:53:00,2,Charge-sheeted,daytime recce break,13.10739,77.57081
F2383,2383,Online fraud,"IT Act 66C, 66D; IPC 420",ST00002,BLR South,2026-01-12T09:21:00,2026-01-13T20:21:00,9,Under investigation,UPI request fraud,12.91507,77.62319
F2384,2384,House break-in,"IPC 457, 380",ST00029,Yelahanka,2026-01-17T04:30:00,2026-01-18T12:30:00,4,Charge-sheeted,daytime recce break,13.10801,77.55908
F2385,2385,House break-in,"IPC 457, 380",ST00020,Whitefield,2026-01-11T02:13:00,2026-01-12T03:13:00,2,Under investigation,lock tampering,12.95187,77.73499
F2386,2386,Online fraud,"IT Act 66C, 66D; IPC 420",ST00026,KR Puram,2026-06-10T11:02:00,2026-06-11T15:02:00,11,Open,UPI request fraud,13.0306,77.70706
F2387,2387,House break-in,"IPC 457, 380",ST00011,BTM,2026-05-14T00:39:00,2026-05-15T06:39:00,0,Open,lock tampering,12.92945,77.63366
F2388,2388,Mobile theft,IPC 379,ST00042,Mangaluru,2026-01-30T12:19:00,2026-01-31T21:19:00,12,Charge-sheeted,shop-counter lift,12.9062,74.85489
F2389,2389,Online fraud,"IT Act 66C, 66D; IPC 420",ST00042,Mangaluru,2026-06-14T15:55:00,2026-06-16T00:55:00,15,Under investigation,fake KYC call,12.90297,74.84512
F2390,2390,Chain snatching,"IPC 379, 356",ST00047,Hubballi,2026-05-21T22:45:00,2026-05-22T16:45:00,22,Open,pillion-rider grab,15.36093,75.10621
F2391,2391,Assault,"IPC 323, 324",ST00014,Rajajinagar,2026-04-06T17:51:00,2026-04-07T23:51:00,17,Under investigation,street altercation,12.98795,77.52762
F2392,2392,Online fraud,"IT Act 66C, 66D; IPC 420",ST00040,Mangaluru,2026-04-18T11:15:00,2026-04-19T17:15:00,11,Under investigation,OTP scam,12.88351,74.86485
F2393,2393,Mobile theft,IPC 379,ST00040,Mangaluru,2026-01-10T17:52:00,2026-01-11T14:52:00,17,Under investigation,shop-counter lift,12.88127,74.87523
F2394,2394,Mobile theft,IPC 379,ST00024,KR Puram,2026-01-19T18:50:00,2026-01-20T21:50:00,18,Under investigation,bus snatch,13.0017,77.70802
F2395,2395,Chain snatching,"IPC 379, 356",ST00035,Mysuru,2026-04-01T20:04:00,2026-04-03T04:04:00,20,Under investigation,evening market snatch,12.31121,76.6742
F2396,2396,House break-in,"IPC 457, 380",ST00037,Mysuru,2026-05-21T03:28:00,2026-05-21T17:28:00,3,Under investigation,rear-window entry,12.32197,76.64764
F2397,2397,Online fraud,"IT Act 66C, 66D; IPC 420",ST00022,KR Puram,2026-05-21T11:06:00,2026-05-22T22:06:00,11,Under investigation,fake KYC call,12.99011,77.72553
F2398,2398,Mobile theft,IPC 379,ST00028,Yelahanka,2026-06-02T12:55:00,2026-06-02T16:55:00,12,Under investigation,crowd pickpocket,13.07388,77.56578
F2399,2399,Online fraud,"IT Act 66C, 66D; IPC 420",ST00043,Mangaluru,2026-01-12T14:45:00,2026-01-12T17:45:00,14,Open,fake KYC call,12.91155,74.87568
F2400,2400,Mobile theft,IPC 379,ST00033,Electronic City,2026-03-02T13:06:00,2026-03-03T03:06:00,13,Open,bus snatch,12.81029,77.67353
F2401,2401,House break-in,"IPC 457, 380",ST00044,Mangaluru,2026-06-22T04:14:00,2026-06-22T22:14:00,4,Under investigation,lock tampering,12.88985,74.8546
F2402,2402,Mobile theft,IPC 379,ST00001,BLR South,2026-02-09T16:41:00,2026-02-09T20:41:00,16,Open,shop-counter lift,12.9343,77.56697
F2403,2403,Mobile theft,IPC 379,ST00034,Electronic City,2026-04-25T13:03:00,2026-04-26T04:03:00,13,Under investigation,bus snatch,12.86,77.68151
F2404,2404,House break-in,"IPC 457, 380",ST00018,Whitefield,2026-03-01T03:46:00,2026-03-01T23:46:00,3,Under investigation,rear-window entry,12.9513,77.78532
F2405,2405,Assault,"IPC 323, 324",ST00026,KR Puram,2026-05-08T18:28:00,2026-05-09T04:28:00,18,Under investigation,street altercation,13.02035,77.70952
F2406,2406,Chain snatching,"IPC 379, 356",ST00037,Mysuru,2026-06-30T19:19:00,2026-07-01T10:19:00,19,Open,pillion-rider grab,12.30459,76.65103
F2407,2407,House break-in,"IPC 457, 380",ST00027,Yelahanka,2026-04-30T02:19:00,2026-05-01T03:19:00,2,Under investigation,daytime recce break,13.11121,77.57394
F2408,2408,Chain snatching,"IPC 379, 356",ST00048,Hubballi,2026-03-10T22:59:00,2026-03-11T06:59:00,22,Open,pillion-rider grab,15.33156,75.11244
F2409,2409,Mobile theft,IPC 379,ST00035,Mysuru,2026-06-15T12:57:00,2026-06-16T03:57:00,12,Under investigation,bus snatch,12.31635,76.68016
F2410,2410,Chain snatching,"IPC 379, 356",ST00033,Electronic City,2026-03-15T19:47:00,2026-03-16T04:47:00,19,Under investigation,pillion-rider grab,12.81677,77.69262
F2411,2411,Online fraud,"IT Act 66C, 66D; IPC 420",ST00049,Belagavi,2026-05-28T18:41:00,2026-05-29T19:41:00,18,Under investigation,OTP scam,15.82904,74.4928
F2412,2412,Burglary,"IPC 454, 457",ST00028,Yelahanka,2026-01-20T02:08:00,2026-01-21T04:08:00,2,Charge-sheeted,godown break-in,13.07297,77.56919
F2413,2413,Vehicle theft,IPC 379,ST00044,Mangaluru,2026-05-20T01:04:00,2026-05-21T06:04:00,1,Charge-sheeted,parking-lot lift,12.88899,74.8568
F2414,2414,Online fraud,"IT Act 66C, 66D; IPC 420",ST00023,KR Puram,2026-06-12T15:17:00,2026-06-12T23:17:00,15,Open,OTP scam,12.97779,77.65706
F2415,2415,Chain snatching,"IPC 379, 356",ST00027,Yelahanka,2026-01-29T19:24:00,2026-01-31T03:24:00,19,Under investigation,pillion-rider grab,13.11048,77.58176
F2416,2416,Vehicle theft,IPC 379,ST00041,Mangaluru,2026-06-13T23:31:00,2026-06-15T04:31:00,23,Open,duplicate-key theft,12.89028,74.82785
F2417,2417,Cheating,IPC 420,ST00024,KR Puram,2026-01-17T12:46:00,2026-01-18T06:46:00,12,Under investigation,advance-fee fraud,13.00277,77.70851
F2418,2418,Burglary,"IPC 454, 457",ST00007,Jayanagar,2026-04-03T05:24:00,2026-04-03T11:24:00,5,Open,godown break-in,12.90141,77.56239
F2419,2419,Mobile theft,IPC 379,ST00038,Mysuru,2026-05-31T12:13:00,2026-05-31T21:13:00,12,Charge-sheeted,crowd pickpocket,12.31977,76.64875
F2420,2420,Online fraud,"IT Act 66C, 66D; IPC 420",ST00026,KR Puram,2026-01-14T17:06:00,2026-01-16T00:06:00,17,Charge-sheeted,OTP scam,13.0245,77.7133
F2421,2421,House break-in,"IPC 457, 380",ST00009,BTM,2026-01-04T04:51:00,2026-01-04T09:51:00,4,Under investigation,rear-window entry,12.88564,77.60102
F2422,2422,Mobile theft,IPC 379,ST00004,BLR South,2026-06-14T11:41:00,2026-06-14T21:41:00,11,Charge-sheeted,shop-counter lift,12.9168,77.59785
F2423,2423,Chain snatching,"IPC 379, 356",ST00001,BLR South,2026-02-17T19:03:00,2026-02-19T04:03:00,19,Open,pillion-rider grab,12.93403,77.57852
F2424,2424,Assault,"IPC 323, 324",ST00011,BTM,2026-01-25T18:18:00,2026-01-25T20:18:00,18,Open,bar brawl,12.92711,77.63541
F2425,2425,Assault,"IPC 323, 324",ST00015,Rajajinagar,2026-02-02T18:54:00,2026-02-03T12:54:00,18,Open,bar brawl,12.97084,77.58507
F2426,2426,Online fraud,"IT Act 66C, 66D; IPC 420",ST00008,Jayanagar,2026-06-07T10:54:00,2026-06-07T18:54:00,10,Under investigation,fake KYC call,12.94911,77.58796
F2427,2427,Cheating,IPC 420,ST00010,BTM,2026-06-03T15:21:00,2026-06-04T10:21:00,15,Open,fake job offer,12.92073,77.62228
F2428,2428,Chain snatching,"IPC 379, 356",ST00044,Mangaluru,2026-04-21T20:12:00,2026-04-22T08:12:00,20,Under investigation,evening market snatch,12.90078,74.8674
F2429,2429,Assault,"IPC 323, 324",ST00016,Rajajinagar,2026-06-19T21:35:00,2026-06-20T09:35:00,21,Under investigation,street altercation,12.9982,77.57727
F2430,2430,House break-in,"IPC 457, 380",ST00007,Jayanagar,2026-05-05T02:10:00,2026-05-05T18:10:00,2,Charge-sheeted,daytime recce break,12.89677,77.56412
F2431,2431,Chain snatching,"IPC 379, 356",ST00032,Electronic City,2026-04-11T20:46:00,2026-04-12T11:46:00,20,Open,evening market snatch,12.86433,77.68369
F2432,2432,Cheating,IPC 420,ST00011,BTM,2026-02-21T15:48:00,2026-02-22T23:48:00,15,Charge-sheeted,fake job offer,12.93234,77.63589
F2433,2433,Cheating,IPC 420,ST00036,Mysuru,2026-03-24T13:13:00,2026-03-25T16:13:00,13,Under investigation,advance-fee fraud,12.30664,76.65133
F2434,2434,Vehicle theft,IPC 379,ST00034,Electronic City,2026-06-13T04:39:00,2026-06-14T15:39:00,4,Under investigation,lock-break theft,12.85222,77.67605
F2435,2435,Cheating,IPC 420,ST00046,Hubballi,2026-06-27T09:05:00,2026-06-28T01:05:00,9,Open,fake job offer,15.3575,75.13133
F2436,2436,Cheating,IPC 420,ST00035,Mysuru,2026-05-23T13:24:00,2026-05-24T03:24:00,13,Open,fake job offer,12.31917,76.67477
F2437,2437,Vehicle theft,IPC 379,ST00019,Whitefield,2026-05-29T03:10:00,2026-05-29T22:10:00,3,Open,duplicate-key theft,12.97343,77.75006
F2438,2438,House break-in,"IPC 457, 380",ST00018,Whitefield,2026-02-25T04:52:00,2026-02-25T21:52:00,4,Under investigation,daytime recce break,12.94426,77.77993
F2439,2439,Chain snatching,"IPC 379, 356",ST00028,Yelahanka,2026-06-22T22:26:00,2026-06-23T13:26:00,22,Open,2-wheeler snatch,13.08149,77.55085
F2440,2440,House break-in,"IPC 457, 380",ST00018,Whitefield,2026-01-21T01:14:00,2026-01-21T19:14:00,1,Charge-sheeted,rear-window entry,12.95218,77.77989
F2441,2441,Vehicle theft,IPC 379,ST00044,Mangaluru,2026-06-26T23:05:00,2026-06-27T03:05:00,23,Charge-sheeted,duplicate-key theft,12.89445,74.85271
F2442,2442,Burglary,"IPC 454, 457",ST00044,Mangaluru,2026-06-19T00:05:00,2026-06-19T04:05:00,0,Under investigation,ATM tamper,12.90256,74.85161
F2443,2443,Burglary,"IPC 454, 457",ST00029,Yelahanka,2026-01-09T04:04:00,2026-01-09T07:04:00,4,Open,shutter-break,13.0929,77.57329
F2444,2444,Chain snatching,"IPC 379, 356",ST00002,BLR South,2026-03-23T21:04:00,2026-03-24T01:04:00,21,Under investigation,evening market snatch,12.93029,77.60545
F2445,2445,Assault,"IPC 323, 324",ST00007,Jayanagar,2026-01-30T18:56:00,2026-01-31T01:56:00,18,Under investigation,bar brawl,12.91408,77.56214
F2446,2446,Vehicle theft,IPC 379,ST00006,Jayanagar,2026-05-17T23:54:00,2026-05-18T19:54:00,23,Open,duplicate-key theft,12.9291,77.55083
F2447,2447,Mobile theft,IPC 379,ST00027,Yelahanka,2026-06-04T19:15:00,2026-06-05T01:15:00,19,Open,shop-counter lift,13.11611,77.5827
F2448,2448,Vehicle theft,IPC 379,ST00015,Rajajinagar,2026-01-31T00:18:00,2026-01-31T05:18:00,0,Under investigation,lock-break theft,12.9846,77.56988
F2449,2449,House break-in,"IPC 457, 380",ST00024,KR Puram,2026-02-12T05:11:00,2026-02-13T13:11:00,5,Under investigation,rear-window entry,12.99769,77.71018
F2450,2450,Online fraud,"IT Act 66C, 66D; IPC 420",ST00020,Whitefield,2026-04-20T13:38:00,2026-04-21T22:38:00,13,Under investigation,UPI request fraud,12.95031,77.72597
F2451,2451,Vehicle theft,IPC 379,ST00048,Hubballi,2026-02-23T04:23:00,2026-02-23T23:23:00,4,Charge-sheeted,lock-break theft,15.34047,75.12667
F2452,2452,Mobile theft,IPC 379,ST00003,BLR South,2026-04-08T11:30:00,2026-04-08T14:30:00,11,Open,shop-counter lift,12.89033,77.55784
F2453,2453,Vehicle theft,IPC 379,ST00051,Belagavi,2026-04-24T00:56:00,2026-04-24T01:56:00,0,Charge-sheeted,duplicate-key theft,15.85731,74.50443
F2454,2454,Chain snatching,"IPC 379, 356",ST00035,Mysuru,2026-02-01T19:55:00,2026-02-02T04:55:00,19,Open,evening market snatch,12.30255,76.67031
F2455,2455,Chain snatching,"IPC 379, 356",ST00016,Rajajinagar,2026-06-05T20:38:00,2026-06-05T23:38:00,20,Open,2-wheeler snatch,12.99186,77.5756
F2456,2456,Chain snatching,"IPC 379, 356",ST00006,Jayanagar,2026-03-30T20:01:00,2026-03-31T09:01:00,20,Open,pillion-rider grab,12.92897,77.55262
F2457,2457,Online fraud,"IT Act 66C, 66D; IPC 420",ST00047,Hubballi,2026-05-06T18:02:00,2026-05-08T00:02:00,18,Under investigation,OTP scam,15.34671,75.11117
F2458,2458,Assault,"IPC 323, 324",ST00023,KR Puram,2026-03-19T21:39:00,2026-03-20T06:39:00,21,Under investigation,domestic dispute,12.98067,77.65474
F2459,2459,Assault,"IPC 323, 324",ST00013,BTM,2026-01-10T19:05:00,2026-01-10T21:05:00,19,Open,bar brawl,12.91216,77.60082
F2460,2460,House break-in,"IPC 457, 380",ST00008,Jayanagar,2026-02-07T05:14:00,2026-02-08T10:14:00,5,Open,rear-window entry,12.95487,77.59183
F2461,2461,Cheating,IPC 420,ST00044,Mangaluru,2026-03-20T09:49:00,2026-03-21T20:49:00,9,Under investigation,fake job offer,12.8961,74.86311
F2462,2462,Vehicle theft,IPC 379,ST00013,BTM,2026-06-05T00:27:00,2026-06-06T01:27:00,0,Open,lock-break theft,12.90998,77.59098
F2463,2463,Chain snatching,"IPC 379, 356",ST00023,KR Puram,2026-04-24T19:05:00,2026-04-25T22:05:00,19,Under investigation,2-wheeler snatch,12.97143,77.67081
F2464,2464,Mobile theft,IPC 379,ST00029,Yelahanka,2026-06-07T20:40:00,2026-06-08T22:40:00,20,Open,bus snatch,13.09966,77.57313
F2465,2465,Chain snatching,"IPC 379, 356",ST00018,Whitefield,2026-01-09T21:05:00,2026-01-10T06:05:00,21,Open,evening market snatch,12.94928,77.7715
F2466,2466,Assault,"IPC 323, 324",ST00040,Mangaluru,2026-04-09T23:53:00,2026-04-11T00:53:00,23,Open,bar brawl,12.87372,74.87151
F2467,2467,Online fraud,"IT Act 66C, 66D; IPC 420",ST00026,KR Puram,2026-03-16T12:11:00,2026-03-16T18:11:00,12,Open,UPI request fraud,13.03669,77.70444
F2468,2468,Online fraud,"IT Act 66C, 66D; IPC 420",ST00027,Yelahanka,2026-06-26T10:38:00,2026-06-27T15:38:00,10,Open,fake KYC call,13.11203,77.57355
F2469,2469,Burglary,"IPC 454, 457",ST00009,BTM,2026-04-02T04:15:00,2026-04-02T16:15:00,4,Charge-sheeted,godown break-in,12.89681,77.59709
F2470,2470,Chain snatching,"IPC 379, 356",ST00015,Rajajinagar,2026-05-09T22:19:00,2026-05-10T21:19:00,22,Open,2-wheeler snatch,12.9671,77.56742
F2471,2471,Mobile theft,IPC 379,ST00030,Electronic City,2026-06-04T11:00:00,2026-06-04T13:00:00,11,Open,shop-counter lift,12.82213,77.67436
F2472,2472,Vehicle theft,IPC 379,ST00030,Electronic City,2026-05-12T02:23:00,2026-05-12T22:23:00,2,Open,duplicate-key theft,12.82076,77.67818
F2473,2473,Burglary,"IPC 454, 457",ST00010,BTM,2026-01-22T05:41:00,2026-01-23T11:41:00,5,Under investigation,ATM tamper,12.93001,77.61797
F2474,2474,Burglary,"IPC 454, 457",ST00023,KR Puram,2026-06-23T00:44:00,2026-06-23T06:44:00,0,Under investigation,godown break-in,12.97401,77.66124
F2475,2475,Assault,"IPC 323, 324",ST00027,Yelahanka,2026-02-02T18:50:00,2026-02-04T06:50:00,18,Open,domestic dispute,13.11908,77.57995
F2476,2476,Chain snatching,"IPC 379, 356",ST00007,Jayanagar,2026-05-03T21:35:00,2026-05-03T23:35:00,21,Open,pillion-rider grab,12.90821,77.54989
F2477,2477,House break-in,"IPC 457, 380",ST00006,Jayanagar,2026-04-07T05:33:00,2026-04-08T00:33:00,5,Under investigation,lock tampering,12.9187,77.56756
F2478,2478,Mobile theft,IPC 379,ST00023,KR Puram,2026-05-26T13:36:00,2026-05-27T05:36:00,13,Under investigation,crowd pickpocket,12.96959,77.65802
F2479,2479,Chain snatching,"IPC 379, 356",ST00034,Electronic City,2026-03-08T22:31:00,2026-03-09T11:31:00,22,Under investigation,pillion-rider grab,12.85216,77.68036
F2480,2480,Cheating,IPC 420,ST00023,KR Puram,2026-06-29T13:25:00,2026-06-30T01:25:00,13,Open,fake job offer,12.98288,77.66021
F2481,2481,Burglary,"IPC 454, 457",ST00017,Rajajinagar,2026-04-04T02:25:00,2026-04-05T03:25:00,2,Under investigation,godown break-in,13.00451,77.56713
F2482,2482,House break-in,"IPC 457, 380",ST00050,Belagavi,2026-01-31T03:19:00,2026-01-31T12:19:00,3,Open,lock tampering,15.87005,74.53077
F2483,2483,Chain snatching,"IPC 379, 356",ST00027,Yelahanka,2026-04-25T21:45:00,2026-04-26T09:45:00,21,Under investigation,2-wheeler snatch,13.12091,77.58445
F2484,2484,Assault,"IPC 323, 324",ST00006,Jayanagar,2026-05-28T22:19:00,2026-05-29T22:19:00,22,Charge-sheeted,street altercation,12.91337,77.55325
F2485,2485,Chain snatching,"IPC 379, 356",ST00025,KR Puram,2026-05-26T19:54:00,2026-05-27T19:54:00,19,Open,evening market snatch,12.98892,77.69886
F2486,2486,House break-in,"IPC 457, 380",ST00010,BTM,2026-02-19T05:41:00,2026-02-19T15:41:00,5,Under investigation,daytime recce break,12.92861,77.61766
F2487,2487,Mobile theft,IPC 379,ST00029,Yelahanka,2026-02-26T19:08:00,2026-02-27T23:08:00,19,Open,crowd pickpocket,13.09181,77.55915
F2488,2488,Mobile theft,IPC 379,ST00019,Whitefield,2026-04-10T19:49:00,2026-04-11T09:49:00,19,Open,crowd pickpocket,12.97779,77.74277
F2489,2489,House break-in,"IPC 457, 380",ST00028,Yelahanka,2026-06-13T01:44:00,2026-06-14T02:44:00,1,Open,lock tampering,13.08229,77.55525
F2490,2490,Vehicle theft,IPC 379,ST00049,Belagavi,2026-01-30T02:09:00,2026-01-31T02:09:00,2,Under investigation,lock-break theft,15.84487,74.4936
F2491,2491,Mobile theft,IPC 379,ST00032,Electronic City,2026-05-16T11:44:00,2026-05-17T22:44:00,11,Charge-sheeted,crowd pickpocket,12.87175,77.68457
F2492,2492,Chain snatching,"IPC 379, 356",ST00018,Whitefield,2026-03-11T20:04:00,2026-03-12T22:04:00,20,Open,evening market snatch,12.94946,77.78031
F2493,2493,Chain snatching,"IPC 379, 356",ST00021,Whitefield,2026-03-23T18:32:00,2026-03-24T07:32:00,18,Open,evening market snatch,12.97506,77.75415
F2494,2494,Mobile theft,IPC 379,ST00034,Electronic City,2026-03-09T20:05:00,2026-03-09T23:05:00,20,Open,bus snatch,12.85972,77.6821
F2495,2495,Chain snatching,"IPC 379, 356",ST00049,Belagavi,2026-04-22T20:06:00,2026-04-24T06:06:00,20,Charge-sheeted,pillion-rider grab,15.84633,74.48534
F2496,2496,House break-in,"IPC 457, 380",ST00051,Belagavi,2026-02-21T01:12:00,2026-02-22T04:12:00,1,Open,rear-window entry,15.86352,74.50974
F2497,2497,Chain snatching,"IPC 379, 356",ST00025,KR Puram,2026-03-25T19:45:00,2026-03-27T06:45:00,19,Open,pillion-rider grab,13.00213,77.7055
F2498,2498,Chain snatching,"IPC 379, 356",ST00050,Belagavi,2026-03-27T18:02:00,2026-03-28T16:02:00,18,Under investigation,pillion-rider grab,15.87706,74.51992
F2499,2499,Chain snatching,"IPC 379, 356",ST00013,BTM,2026-03-29T21:10:00,2026-03-30T09:10:00,21,Under investigation,pillion-rider grab,12.91081,77.59377
F2500,2500,Online fraud,"IT Act 66C, 66D; IPC 420",ST00002,BLR South,2026-03-23T17:55:00,2026-03-24T17:55:00,17,Charge-sheeted,fake KYC call,12.91273,77.6083
F2501,2501,Burglary,"IPC 454, 457",ST00009,BTM,2026-06-13T01:48:00,2026-06-14T13:48:00,1,Charge-sheeted,shutter-break,12.90373,77.60346
F2502,2502,Vehicle theft,IPC 379,ST00023,KR Puram,2026-06-27T23:30:00,2026-06-29T08:30:00,23,Charge-sheeted,lock-break theft,12.96547,77.66488
F2503,2503,Chain snatching,"IPC 379, 356",ST00020,Whitefield,2026-05-06T18:56:00,2026-05-07T17:56:00,18,Under investigation,pillion-rider grab,12.96287,77.73863
F2504,2504,Burglary,"IPC 454, 457",ST00050,Belagavi,2026-01-31T04:37:00,2026-02-01T11:37:00,4,Open,godown break-in,15.87268,74.52005
F2505,2505,Online fraud,"IT Act 66C, 66D; IPC 420",ST00029,Yelahanka,2026-03-02T13:18:00,2026-03-02T15:18:00,13,Open,UPI request fraud,13.09779,77.55961
F2506,2506,Chain snatching,"IPC 379, 356",ST00034,Electronic City,2026-02-21T19:11:00,2026-02-22T01:11:00,19,Under investigation,pillion-rider grab,12.84879,77.68144
F2507,2507,Mobile theft,IPC 379,ST00007,Jayanagar,2026-05-07T12:37:00,2026-05-07T18:37:00,12,Charge-sheeted,bus snatch,12.8963,77.55984
F2508,2508,Chain snatching,"IPC 379, 356",ST00002,BLR South,2026-04-13T22:35:00,2026-04-14T12:35:00,22,Under investigation,pillion-rider grab,12.92879,77.61549
F2509,2509,Mobile theft,IPC 379,ST00049,Belagavi,2026-04-02T12:57:00,2026-04-03T00:57:00,12,Open,shop-counter lift,15.83477,74.48639
