link_id,fir_id,person_id,role
CP03412,F3529,P01068,accused
CP03413,F3529,P00594,accused
CP03414,F3530,P02695,complainant
CP03415,F3530,P00725,victim
CP03416,F3530,P01033,accused
CP03417,F3531,P00023,complainant
CP03418,F3531,P01566,victim
CP03419,F3531,P00322,accused
CP03420,F3532,P02665,complainant
CP03421,F3532,P01604,victim
CP03422,F3532,P00430,accused
CP03423,F3533,P01425,complainant
CP03424,F3533,P00455,victim
CP03425,F3533,P02200,accused
CP03426,F3534,P02561,complainant
CP03427,F3534,P01980,victim
CP03428,F3534,P00188,accused
CP03429,F3535,P00841,complainant
CP03430,F3535,P02602,victim
CP03431,F3535,P00619,accused
CP03432,F3536,P02819,complainant
CP03433,F3536,P02146,victim
CP03434,F3536,P00419,accused
CP03435,F3537,P00677,complainant
CP03436,F3537,P01659,victim
CP03437,F3537,P00250,accused
CP03438,F3538,P01653,complainant
CP03439,F3539,P00315,complainant
CP03440,F3539,P01694,victim
CP03441,F3540,P02104,complainant
CP03442,F3540,P00592,victim
CP03443,F3540,P02535,accused
CP03444,F3541,P02661,complainant
CP03445,F3541,P00397,accused
CP03446,F3542,P00987,complainant
CP03447,F3542,P02309,accused
CP03448,F3543,P02576,complainant
CP03449,F3543,P00157,victim
CP03450,F3544,P01290,complainant
CP03451,F3544,P00994,victim
CP03452,F3545,P00196,complainant
CP03453,F3545,P02583,victim
CP03454,F3545,P00485,accused
CP03455,F3546,P01260,complainant
CP03456,F3546,P00656,victim
CP03457,F3546,P02054,accused
CP03458,F3547,P01515,complainant
CP03459,F3548,P02550,complainant
CP03460,F3548,P00494,victim
CP03461,F3548,P02602,accused
CP03462,F3548,P01095,accused
CP03463,F3549,P01531,complainant
CP03464,F3549,P01753,victim
CP03465,F3549,P00872,accused
CP03466,F3550,P00173,complainant
CP03467,F3550,P00618,victim
CP03468,F3550,P00730,accused
CP03469,F3551,P00505,complainant
CP03470,F3551,P00841,victim
CP03471,F3551,P01217,accused
CP03472,F3552,P01752,complainant
CP03473,F3552,P02840,victim
CP03474,F3553,P01203,complainant
CP03475,F3553,P00954,victim
CP03476,F3553,P00442,accused
CP03477,F3554,P00986,complainant
CP03478,F3554,P02152,accused
CP03479,F3555,P01005,complainant
CP03480,F3555,P02238,victim
CP03481,F3555,P01555,accused
CP03482,F3555,P01757,accused
CP03483,F3556,P01748,complainant
CP03484,F3556,P02063,victim
CP03485,F3557,P00696,complainant
CP03486,F3557,P02048,victim
CP03487,F3558,P00771,complainant
CP03488,F3558,P02161,victim
CP03489,F3558,P02809,accused
CP03490,F3558,P00713,accused
CP03491,F3559,P02145,complainant
CP03492,F3559,P00654,victim
CP03493,F3559,P00193,accused
CP03494,F3560,P02776,complainant
CP03495,F3560,P00550,victim
CP03496,F3561,P02970,complainant
CP03497,F3561,P02237,victim
CP03498,F3561,P01417,accused
CP03499,F3561,P02972,accused
CP03500,F3562,P02209,complainant
CP03501,F3562,P02835,victim
CP03502,F3562,P02599,accused
CP03503,F3563,P02622,complainant
CP03504,F3563,P02368,victim
CP03505,F3563,P02801,accused
CP03506,F3564,P00988,complainant
CP03507,F3564,P00520,victim
CP03508,F3564,P02155,accused
CP03509,F3565,P00685,complainant
CP03510,F3566,P01842,complainant
CP03511,F3566,P00160,victim
CP03512,F3567,P00056,complainant
CP03513,F3567,P01361,victim
CP03514,F3567,P01206,accused
CP03515,F3568,P01408,complainant
CP03516,F3568,P01232,victim
CP03517,F3569,P01935,complainant
CP03518,F3569,P00179,victim
CP03519,F3569,P00097,accused
CP03520,F3570,P02198,complainant
CP03521,F3570,P02482,victim
CP03522,F3570,P00565,accused
CP03523,F3571,P02628,complainant
CP03524,F3571,P02292,victim
CP03525,F3571,P00823,accused
CP03526,F3571,P02010,accused
CP03527,F3572,P00609,complainant
CP03528,F3572,P01169,accused
CP03529,F3573,P01761,complainant
CP03530,F3573,P02728,victim
CP03531,F3573,P01324,accused
CP03532,F3574,P02011,complainant
CP03533,F3574,P02666,victim
CP03534,F3574,P00018,accused
CP03535,F3575,P00232,complainant
CP03536,F3575,P00813,victim
CP03537,F3576,P00270,complainant
CP03538,F3576,P00382,accused
CP03539,F3577,P01271,complainant
CP03540,F3577,P02751,accused
CP03541,F3578,P00335,complainant
CP03542,F3579,P01297,complainant
CP03543,F3579,P00768,victim
CP03544,F3580,P02985,complainant
CP03545,F3580,P02699,victim
CP03546,F3581,P01267,complainant
CP03547,F3581,P01871,victim
CP03548,F3581,P02044,accused
CP03549,F3582,P01970,complainant
CP03550,F3582,P02089,victim
CP03551,F3583,P00712,complainant
CP03552,F3583,P00677,victim
CP03553,F3583,P01015,accused
CP03554,F3584,P00738,complainant
CP03555,F3584,P02426,victim
CP03556,F3585,P01435,complainant
CP03557,F3585,P00914,accused
CP03558,F3586,P02421,complainant
CP03559,F3586,P02657,victim
CP03560,F3587,P02143,complainant
CP03561,F3587,P02610,victim
CP03562,F3588,P01903,complainant
CP03563,F3588,P01867,victim
CP03564,F3589,P01046,complainant
CP03565,F3589,P00829,victim
CP03566,F3590,P02625,complainant
CP03567,F3590,P02476,victim
CP03568,F3590,P02043,accused
CP03569,F3590,P02027,accused
CP03570,F3591,P01136,complainant
CP03571,F3591,P02781,victim
CP03572,F3591,P02234,accused
CP03573,F3592,P01442,complainant
CP03574,F3592,P02472,victim
CP03575,F3592,P01285,accused
CP03576,F3593,P02352,complainant
CP03577,F3594,P00584,complainant
CP03578,F3594,P00084,victim
CP03579,F3594,P00178,accused
CP03580,F3595,P01334,complainant
CP03581,F3595,P02670,victim
CP03582,F3596,P02991,complainant
CP03583,F3596,P02596,victim
CP03584,F3596,P02801,accused
CP03585,F3597,P00670,complainant
CP03586,F3597,P00846,victim
CP03587,F3597,P00549,accused
CP03588,F3598,P00472,complainant
CP03589,F3598,P02313,victim
CP03590,F3599,P02936,complainant
CP03591,F3599,P01830,accused
CP03592,F3600,P00450,complainant
CP03593,F3601,P01529,complainant
CP03594,F3601,P00317,victim
CP03595,F3601,P01649,accused
CP03596,F3602,P00760,complainant
CP03597,F3602,P01524,victim
CP03598,F3603,P01965,complainant
CP03599,F3604,P01273,complainant
CP03600,F3604,P02607,victim
CP03601,F3605,P02011,complainant
CP03602,F3605,P00288,victim
CP03603,F3605,P01712,accused
CP03604,F3606,P02474,complainant
CP03605,F3606,P01776,victim
CP03606,F3606,P01883,accused
CP03607,F3607,P01690,complainant
CP03608,F3607,P02326,victim
CP03609,F3607,P01587,accused
CP03610,F3607,P02758,accused
CP03611,F3608,P01274,complainant
CP03612,F3608,P01853,victim
CP03613,F3608,P02209,accused
CP03614,F3609,P01831,complainant
CP03615,F3609,P00768,accused
CP03616,F3609,P02851,accused
CP03617,F3610,P00886,complainant
CP03618,F3610,P00621,victim
CP03619,F3610,P00360,accused
CP03620,F3611,P01662,complainant
CP03621,F3611,P02495,victim
CP03622,F3611,P00488,accused
CP03623,F3612,P00966,complainant
CP03624,F3612,P02207,victim
CP03625,F3613,P01251,complainant
CP03626,F3613,P01073,victim
CP03627,F3614,P02881,complainant
CP03628,F3614,P00298,victim
CP03629,F3614,P02809,accused
CP03630,F3615,P02617,complainant
CP03631,F3615,P02960,victim
CP03632,F3616,P01412,complainant
CP03633,F3616,P01148,victim
CP03634,F3616,P00048,accused
CP03635,F3616,P01045,accused
CP03636,F3617,P00343,complainant
CP03637,F3617,P02130,victim
CP03638,F3617,P00379,accused
CP03639,F3617,P01833,accused
CP03640,F3618,P00412,complainant
CP03641,F3618,P02416,victim
CP03642,F3618,P01419,accused
CP03643,F3618,P02073,accused
CP03644,F3619,P02551,complainant
CP03645,F3619,P01815,accused
CP03646,F3619,P01992,accused
CP03647,F3620,P01519,complainant
CP03648,F3620,P02844,victim
CP03649,F3621,P01519,complainant
CP03650,F3622,P00993,complainant
CP03651,F3622,P01310,victim
CP03652,F3622,P01310,accused
CP03653,F3622,P00613,accused
CP03654,F3623,P02360,complainant
CP03655,F3624,P02144,complainant
CP03656,F3624,P01249,victim
CP03657,F3624,P00700,accused
CP03658,F3625,P00776,complainant
CP03659,F3625,P00096,accused
CP03660,F3626,P02771,complainant
CP03661,F3626,P00589,victim
CP03662,F3626,P02895,accused
CP03663,F3627,P00881,complainant
CP03664,F3627,P01170,accused
CP03665,F3628,P02418,complainant
CP03666,F3628,P01936,victim
CP03667,F3629,P01599,complainant
CP03668,F3630,P00693,complainant
CP03669,F3630,P02219,victim
CP03670,F3630,P02691,accused
CP03671,F3630,P00842,accused
CP03672,F3631,P01541,complainant
CP03673,F3631,P02986,victim
CP03674,F3631,P02428,accused
CP03675,F3632,P01562,complainant
CP03676,F3632,P02385,victim
CP03677,F3632,P02993,accused
CP03678,F3633,P00052,complainant
CP03679,F3633,P02452,victim
CP03680,F3634,P02241,complainant
CP03681,F3634,P02517,victim
CP03682,F3634,P00007,accused
CP03683,F3635,P00715,complainant
CP03684,F3636,P00858,complainant
CP03685,F3636,P00463,accused
CP03686,F3637,P02406,complainant
CP03687,F3637,P02066,victim
CP03688,F3638,P00724,complainant
CP03689,F3638,P00498,victim
CP03690,F3638,P00135,accused
CP03691,F3639,P01267,complainant
CP03692,F3639,P00890,victim
CP03693,F3640,P01290,complainant
CP03694,F3640,P02259,victim
CP03695,F3641,P02321,complainant
CP03696,F3641,P02355,victim
CP03697,F3642,P00799,complainant
CP03698,F3642,P00074,victim
CP03699,F3643,P01136,complainant
CP03700,F3643,P01588,victim
CP03701,F3644,P02921,complainant
CP03702,F3644,P02259,victim
CP03703,F3645,P01334,complainant
CP03704,F3646,P00515,complainant
CP03705,F3646,P01622,victim
CP03706,F3646,P00226,accused
CP03707,F3647,P00979,complainant
CP03708,F3647,P00205,victim
CP03709,F3648,P02264,complainant
CP03710,F3648,P01606,victim
CP03711,F3649,P00073,complainant
CP03712,F3649,P01048,victim
CP03713,F3649,P01517,accused
CP03714,F3650,P02449,complainant
CP03715,F3650,P00875,victim
CP03716,F3651,P00492,complainant
CP03717,F3651,P00662,accused
CP03718,F3652,P02111,complainant
CP03719,F3652,P01163,victim
CP03720,F3652,P02475,accused
CP03721,F3652,P02761,accused
CP03722,F3653,P02277,complainant
CP03723,F3654,P01922,complainant
CP03724,F3654,P02385,victim
CP03725,F3654,P01211,accused
CP03726,F3654,P01381,accused
CP03727,F3655,P00802,complainant
CP03728,F3655,P01042,accused
CP03729,F3656,P02137,complainant
CP03730,F3656,P02908,victim
CP03731,F3656,P01218,accused
CP03732,F3657,P00696,complainant
CP03733,F3657,P00829,victim
CP03734,F3657,P00329,accused
CP03735,F3658,P01014,complainant
CP03736,F3658,P00149,accused
CP03737,F3659,P00424,complainant
CP03738,F3659,P02225,victim
CP03739,F3660,P01965,complainant
CP03740,F3660,P01899,victim
CP03741,F3660,P01457,accused
CP03742,F3661,P02350,complainant
CP03743,F3661,P00636,victim
CP03744,F3662,P01028,complainant
CP03745,F3662,P02770,victim
CP03746,F3662,P01321,accused
CP03747,F3662,P02800,accused
CP03748,F3663,P02168,complainant
CP03749,F3663,P01430,victim
CP03750,F3664,P00218,complainant
CP03751,F3664,P02160,victim
CP03752,F3665,P00416,complainant
CP03753,F3665,P00144,victim
CP03754,F3665,P01987,accused
CP03755,F3666,P01929,complainant
CP03756,F3666,P02636,victim
CP03757,F3667,P02933,complainant
CP03758,F3667,P00686,victim
CP03759,F3667,P00936,accused
CP03760,F3667,P02004,accused
CP03761,F3668,P01088,complainant
CP03762,F3668,P00957,victim
CP03763,F3669,P01451,complainant
CP03764,F3669,P02389,accused
CP03765,F3670,P00276,complainant
CP03766,F3670,P00309,victim
CP03767,F3670,P01077,accused
CP03768,F3671,P01890,complainant
CP03769,F3671,P00699,victim
CP03770,F3672,P00795,complainant
CP03771,F3672,P00401,victim
CP03772,F3672,P02097,accused
CP03773,F3673,P00916,complainant
CP03774,F3673,P00186,victim
CP03775,F3674,P01084,complainant
CP03776,F3674,P02543,accused
CP03777,F3675,P02233,complainant
CP03778,F3675,P01778,victim
CP03779,F3675,P00321,accused
CP03780,F3676,P01252,complainant
CP03781,F3676,P02663,victim
CP03782,F3677,P01955,complainant
CP03783,F3677,P02829,victim
CP03784,F3677,P02274,accused
CP03785,F3677,P00393,accused
CP03786,F3678,P02375,complainant
CP03787,F3678,P02820,victim
CP03788,F3678,P01021,accused
CP03789,F3679,P02135,complainant
CP03790,F3679,P00055,victim
CP03791,F3680,P01017,complainant
CP03792,F3680,P01710,victim
CP03793,F3680,P00306,accused
CP03794,F3681,P00753,complainant
CP03795,F3681,P02648,victim
CP03796,F3681,P00395,accused
CP03797,F3681,P01122,accused
CP03798,F3682,P01231,complainant
CP03799,F3682,P02782,accused
CP03800,F3683,P00318,complainant
CP03801,F3683,P00004,accused
CP03802,F3684,P00762,complainant
CP03803,F3684,P01838,victim
CP03804,F3684,P02279,accused
CP03805,F3685,P01360,complainant
CP03806,F3685,P02892,victim
CP03807,F3686,P01701,complainant
CP03808,F3686,P02902,victim
CP03809,F3687,P00566,complainant
CP03810,F3687,P01133,victim
CP03811,F3687,P02069,accused
CP03812,F3687,P00958,accused
CP03813,F3688,P01156,complainant
CP03814,F3688,P01094,victim
CP03815,F3689,P01631,complainant
CP03816,F3689,P02963,victim
CP03817,F3690,P01791,complainant
CP03818,F3690,P02249,victim
CP03819,F3690,P02100,accused
CP03820,F3690,P02995,accused
CP03821,F3691,P02058,complainant
CP03822,F3691,P00847,victim
CP03823,F3691,P00963,accused
CP03824,F3692,P01309,complainant
CP03825,F3692,P02136,victim
CP03826,F3693,P02144,complainant
CP03827,F3693,P01163,victim
CP03828,F3694,P02839,complainant
CP03829,F3694,P01196,victim
CP03830,F3694,P01543,accused
CP03831,F3695,P01483,complainant
CP03832,F3695,P00069,victim
CP03833,F3696,P02974,complainant
CP03834,F3697,P01066,complainant
CP03835,F3697,P00566,victim
CP03836,F3697,P01599,accused
CP03837,F3698,P00883,complainant
CP03838,F3699,P02282,complainant
CP03839,F3699,P01023,victim
CP03840,F3700,P01167,complainant
CP03841,F3700,P01635,victim
CP03842,F3700,P01980,accused
CP03843,F3701,P02464,complainant
CP03844,F3701,P00894,victim
CP03845,F3701,P02414,accused
CP03846,F3702,P02888,complainant
CP03847,F3702,P02818,victim
CP03848,F3703,P01592,complainant
CP03849,F3703,P01105,victim
CP03850,F3703,P02134,accused
CP03851,F3704,P01217,complainant
CP03852,F3704,P02838,victim
CP03853,F3705,P00565,complainant
CP03854,F3705,P01117,victim
CP03855,F3706,P02514,complainant
CP03856,F3706,P00508,victim
CP03857,F3706,P01564,accused
CP03858,F3706,P00030,accused
CP03859,F3707,P02192,complainant
CP03860,F3707,P01881,victim
CP03861,F3708,P01613,complainant
CP03862,F3708,P02507,accused
CP03863,F3709,P01652,complainant
CP03864,F3709,P01665,victim
CP03865,F3709,P02161,accused
CP03866,F3710,P00532,complainant
CP03867,F3710,P02519,victim
CP03868,F3710,P01242,accused
CP03869,F3711,P01052,complainant
CP03870,F3711,P01177,accused
CP03871,F3712,P02080,complainant
CP03872,F3712,P00038,victim
CP03873,F3712,P02762,accused
CP03874,F3712,P02414,accused
CP03875,F3713,P00327,complainant
CP03876,F3713,P00895,victim
CP03877,F3714,P01894,complainant
CP03878,F3714,P01710,victim
CP03879,F3714,P00382,accused
CP03880,F3714,P02670,accused
CP03881,F3715,P00384,complainant
CP03882,F3715,P01051,victim
CP03883,F3715,P01834,accused
CP03884,F3716,P00319,complainant
CP03885,F3716,P00259,victim
CP03886,F3716,P01995,accused
CP03887,F3717,P00523,complainant
CP03888,F3717,P00903,accused
CP03889,F3718,P02102,complainant
CP03890,F3718,P02890,victim
CP03891,F3718,P02465,accused
CP03892,F3718,P00470,accused
CP03893,F3719,P02738,complainant
CP03894,F3719,P02649,accused
CP03895,F3720,P01120,complainant
CP03896,F3720,P02061,victim
CP03897,F3720,P01300,accused
CP03898,F3720,P00076,accused
CP03899,F3721,P02527,complainant
CP03900,F3721,P02570,victim
CP03901,F3721,P00446,accused
CP03902,F3722,P02441,complainant
CP03903,F3722,P01112,victim
CP03904,F3722,P00524,accused
CP03905,F3722,P02241,accused
CP03906,F3723,P00996,complainant
CP03907,F3723,P01402,victim
CP03908,F3723,P02384,accused
CP03909,F3724,P01507,complainant
CP03910,F3724,P02969,victim
CP03911,F3724,P00605,accused
CP03912,F3724,P02069,accused
CP03913,F3725,P00294,complainant
CP03914,F3725,P02794,victim
CP03915,F3726,P01976,complainant
CP03916,F3726,P02088,victim
CP03917,F3727,P01198,complainant
CP03918,F3727,P02602,victim
CP03919,F3727,P00073,accused
CP03920,F3728,P02189,complainant
CP03921,F3728,P01461,accused
CP03922,F3729,P01640,complainant
CP03923,F3729,P02398,victim
CP03924,F3729,P01896,accused
CP03925,F3729,P01178,accused
CP03926,F3730,P01102,complainant
CP03927,F3730,P01957,victim
CP03928,F3731,P02659,complainant
CP03929,F3731,P01618,victim
CP03930,F3731,P02582,accused
CP03931,F3732,P01420,complainant
CP03932,F3732,P01400,victim
CP03933,F3732,P00554,accused
CP03934,F3733,P02150,complainant
CP03935,F3733,P00372,victim
CP03936,F3734,P00155,complainant
CP03937,F3734,P00100,victim
CP03938,F3734,P00608,accused
CP03939,F3735,P00474,complainant
CP03940,F3735,P00198,victim
CP03941,F3735,P00252,accused
CP03942,F3736,P01881,complainant
CP03943,F3736,P02491,victim
CP03944,F3737,P02778,complainant
CP03945,F3737,P01356,victim
CP03946,F3737,P01518,accused
CP03947,F3738,P01145,complainant
CP03948,F3738,P02471,victim
CP03949,F3738,P00085,accused
CP03950,F3738,P02389,accused
CP03951,F3739,P01184,complainant
CP03952,F3739,P00877,victim
CP03953,F3740,P01432,complainant
CP03954,F3740,P01830,victim
CP03955,F3741,P02600,complainant
CP03956,F3741,P00789,victim
CP03957,F3741,P01430,accused
CP03958,F3742,P01058,complainant
CP03959,F3742,P02611,victim
CP03960,F3742,P00054,accused
CP03961,F3742,P02193,accused
CP03962,F3743,P01630,complainant
CP03963,F3743,P01903,accused
CP03964,F3744,P02702,complainant
CP03965,F3744,P01757,accused
CP03966,F3744,P00955,accused
CP03967,F3745,P02188,complainant
CP03968,F3745,P02642,victim
CP03969,F3745,P01717,accused
CP03970,F3746,P00761,complainant
CP03971,F3746,P01301,victim
CP03972,F3746,P01556,accused
CP03973,F3747,P02737,complainant
CP03974,F3747,P02690,victim
CP03975,F3747,P00124,accused
CP03976,F3748,P00238,complainant
CP03977,F3748,P01998,victim
CP03978,F3748,P00619,accused
CP03979,F3748,P01380,accused
CP03980,F3749,P02069,complainant
CP03981,F3749,P00376,victim
CP03982,F3750,P00220,complainant
CP03983,F3750,P00791,victim
CP03984,F3751,P01783,complainant
CP03985,F3751,P02837,victim
CP03986,F3751,P02140,accused
CP03987,F3751,P02043,accused
CP03988,F3752,P02199,complainant
CP03989,F3752,P01189,victim
CP03990,F3753,P02475,complainant
CP03991,F3753,P02615,victim
CP03992,F3754,P00573,complainant
CP03993,F3754,P00843,victim
CP03994,F3755,P00428,complainant
CP03995,F3755,P01034,victim
CP03996,F3756,P02428,complainant
CP03997,F3756,P01953,victim
CP03998,F3757,P01340,complainant
CP03999,F3757,P00095,victim
CP04000,F3758,P02730,complainant
CP04001,F3758,P00733,victim
CP04002,F3758,P00191,accused
CP04003,F3759,P02217,complainant
CP04004,F3759,P01585,victim
CP04005,F3759,P02718,accused
CP04006,F3759,P00775,accused
CP04007,F3760,P02371,complainant
CP04008,F3760,P00134,victim
CP04009,F3760,P01200,accused
CP04010,F3761,P01026,complainant
CP04011,F3761,P02909,victim
CP04012,F3762,P00019,complainant
CP04013,F3763,P02320,complainant
CP04014,F3763,P01649,victim
CP04015,F3764,P01307,complainant
CP04016,F3764,P00531,victim
CP04017,F3764,P00691,accused
CP04018,F3765,P02095,complainant
CP04019,F3765,P02864,victim
CP04020,F3766,P00781,complainant
CP04021,F3766,P00289,victim
CP04022,F3767,P01103,complainant
CP04023,F3767,P02855,victim
CP04024,F3768,P01263,complainant
CP04025,F3768,P02713,accused
CP04026,F3768,P02289,accused
CP04027,F3769,P02683,complainant
CP04028,F3769,P01327,victim
CP04029,F3770,P00883,complainant
CP04030,F3770,P02495,victim
CP04031,F3771,P01114,complainant
CP04032,F3771,P02464,victim
CP04033,F3771,P00234,accused
CP04034,F3772,P02081,complainant
CP04035,F3772,P02993,victim
CP04036,F3772,P01126,accused
CP04037,F3773,P01233,complainant
CP04038,F3773,P01982,victim
CP04039,F3774,P00760,complainant
CP04040,F3774,P02284,accused
CP04041,F3775,P01317,complainant
CP04042,F3775,P02694,victim
CP04043,F3775,P00528,accused
CP04044,F3775,P01353,accused
CP04045,F3776,P01391,complainant
CP04046,F3776,P02303,victim
CP04047,F3777,P01413,complainant
CP04048,F3777,P02837,victim
CP04049,F3778,P01985,complainant
CP04050,F3778,P02182,accused
CP04051,F3779,P02532,complainant
CP04052,F3779,P02763,victim
CP04053,F3780,P02777,complainant
CP04054,F3780,P00798,victim
CP04055,F3781,P01549,complainant
CP04056,F3781,P01841,victim
CP04057,F3782,P02052,complainant
CP04058,F3782,P00688,victim
CP04059,F3782,P01270,accused
CP04060,F3783,P01022,complainant
CP04061,F3783,P01822,victim
CP04062,F3783,P01431,accused
CP04063,F3784,P00803,complainant
CP04064,F3784,P01751,victim
CP04065,F3784,P01372,accused
CP04066,F3785,P02527,complainant
CP04067,F3785,P02310,victim
CP04068,F3786,P00024,complainant
CP04069,F3786,P01546,accused
CP04070,F3787,P02473,complainant
CP04071,F3787,P00407,victim
CP04072,F3787,P00915,accused
CP04073,F3787,P02804,accused
CP04074,F3788,P02072,complainant
CP04075,F3788,P01602,victim
CP04076,F3788,P00372,accused
CP04077,F3789,P02533,complainant
CP04078,F3789,P01303,victim
CP04079,F3790,P00255,complainant
CP04080,F3790,P02574,victim
CP04081,F3790,P02178,accused
CP04082,F3790,P01237,accused
CP04083,F3791,P02032,complainant
CP04084,F3791,P01848,victim
CP04085,F3791,P00448,accused
CP04086,F3791,P02131,accused
CP04087,F3792,P01515,complainant
CP04088,F3792,P00229,victim
CP04089,F3792,P00742,accused
CP04090,F3792,P01184,accused
CP04091,F3793,P02446,complainant
CP04092,F3793,P01687,victim
CP04093,F3794,P02586,complainant
CP04094,F3795,P01138,complainant
CP04095,F3795,P01653,victim
CP04096,F3795,P02427,accused
CP04097,F3796,P02980,complainant
CP04098,F3796,P01438,victim
CP04099,F3796,P00391,accused
CP04100,F3796,P01945,accused
CP04101,F3797,P00581,complainant
CP04102,F3797,P01368,accused
CP04103,F3797,P01177,accused
CP04104,F3798,P00925,complainant
CP04105,F3798,P00018,victim
CP04106,F3799,P02304,complainant
CP04107,F3799,P02723,victim
CP04108,F3800,P02509,complainant
CP04109,F3800,P01798,victim
CP04110,F3801,P02555,complainant
CP04111,F3801,P01664,accused
CP04112,F3801,P02580,accused
CP04113,F3802,P01605,complainant
CP04114,F3802,P01324,victim
CP04115,F3802,P02507,accused
CP04116,F3803,P00828,complainant
CP04117,F3803,P00745,victim
CP04118,F3804,P00992,complainant
CP04119,F3804,P00322,victim
CP04120,F3804,P00373,accused
CP04121,F3805,P00495,complainant
CP04122,F3805,P02932,victim
CP04123,F3805,P02606,accused
CP04124,F3806,P02878,complainant
CP04125,F3806,P00112,victim
CP04126,F3807,P00956,complainant
CP04127,F3807,P00663,victim
CP04128,F3807,P01560,accused
CP04129,F3808,P02442,complainant
CP04130,F3808,P01487,accused
CP04131,F3809,P00769,complainant
CP04132,F3809,P01370,accused
CP04133,F3810,P02739,complainant
CP04134,F3810,P01928,victim
CP04135,F3810,P01864,accused
CP04136,F3811,P00807,complainant
CP04137,F3811,P00339,victim
CP04138,F3812,P02890,complainant
CP04139,F3812,P00174,victim
CP04140,F3812,P02816,accused
CP04141,F3812,P00393,accused
CP04142,F3813,P02140,complainant
CP04143,F3813,P02643,victim
CP04144,F3813,P02357,accused
CP04145,F3814,P01881,complainant
CP04146,F3814,P01444,victim
CP04147,F3814,P01401,accused
CP04148,F3814,P02265,accused
CP04149,F3815,P02497,complainant
CP04150,F3815,P00993,victim
CP04151,F3815,P02373,accused
CP04152,F3816,P00529,complainant
CP04153,F3816,P02860,victim
CP04154,F3816,P00058,accused
CP04155,F3817,P02946,complainant
CP04156,F3817,P01434,victim
CP04157,F3818,P00571,complainant
CP04158,F3818,P02706,victim
CP04159,F3819,P02677,complainant
CP04160,F3819,P00294,victim
CP04161,F3820,P01018,complainant
CP04162,F3820,P01093,victim
CP04163,F3821,P00904,complainant
CP04164,F3821,P00241,victim
CP04165,F3821,P00851,accused
CP04166,F3822,P00124,complainant
CP04167,F3822,P01496,victim
CP04168,F3823,P01782,complainant
CP04169,F3823,P02565,victim
CP04170,F3823,P01190,accused
CP04171,F3824,P00151,complainant
CP04172,F3824,P01206,victim
CP04173,F3824,P01188,accused
CP04174,F3824,P02146,accused
CP04175,F3825,P01050,complainant
CP04176,F3825,P00224,victim
CP04177,F3825,P02962,accused
CP04178,F3826,P00351,complainant
CP04179,F3826,P00242,victim
CP04180,F3826,P02750,accused
CP04181,F3827,P01297,complainant
CP04182,F3827,P01701,victim
CP04183,F3828,P01439,complainant
CP04184,F3828,P02947,victim
CP04185,F3829,P02906,complainant
CP04186,F3829,P02970,victim
CP04187,F3829,P00395,accused
CP04188,F3830,P01044,complainant
CP04189,F3830,P00766,accused
CP04190,F3830,P01301,accused
CP04191,F3831,P02236,complainant
CP04192,F3831,P01255,victim
CP04193,F3832,P00962,complainant
CP04194,F3832,P00407,victim
CP04195,F3832,P02386,accused
CP04196,F3833,P00675,complainant
CP04197,F3833,P01851,accused
CP04198,F3833,P02898,accused
CP04199,F3834,P02899,complainant
CP04200,F3834,P00181,victim
CP04201,F3835,P00154,complainant
CP04202,F3835,P00701,victim
CP04203,F3835,P02989,accused
CP04204,F3836,P00048,complainant
CP04205,F3836,P02092,victim
CP04206,F3836,P00552,accused
CP04207,F3837,P00731,complainant
CP04208,F3837,P00739,victim
CP04209,F3837,P01771,accused
CP04210,F3838,P01563,complainant
CP04211,F3838,P01644,victim
CP04212,F3839,P02327,complainant
CP04213,F3839,P02684,victim
CP04214,F3839,P01956,accused
CP04215,F3840,P01603,complainant
CP04216,F3840,P01657,victim
CP04217,F3840,P02021,accused
CP04218,F3841,P00894,complainant
CP04219,F3841,P02564,victim
CP04220,F3841,P01478,accused
CP04221,F3842,P01608,complainant
CP04222,F3842,P00053,victim
CP04223,F3842,P02443,accused
CP04224,F3843,P01272,complainant
CP04225,F3843,P02198,victim
CP04226,F3844,P01959,complainant
CP04227,F3844,P01364,victim
CP04228,F3845,P02641,complainant
CP04229,F3845,P00727,accused
CP04230,F3845,P02543,accused
CP04231,F3846,P01475,complainant
CP04232,F3846,P01505,accused
CP04233,F3847,P00700,complainant
CP04234,F3847,P02236,victim
CP04235,F3848,P01054,complainant
CP04236,F3848,P01659,accused
CP04237,F3849,P01280,complainant
CP04238,F3849,P02455,victim
CP04239,F3850,P01395,complainant
CP04240,F3850,P02655,victim
CP04241,F3850,P00155,accused
CP04242,F3851,P02173,complainant
CP04243,F3851,P01570,victim
CP04244,F3851,P01642,accused
CP04245,F3852,P00722,complainant
CP04246,F3852,P01205,victim
CP04247,F3852,P01682,accused
CP04248,F3853,P00254,complainant
CP04249,F3853,P01796,victim
CP04250,F3854,P00650,complainant
CP04251,F3854,P02432,victim
CP04252,F3855,P02015,complainant
CP04253,F3855,P00019,victim
CP04254,F3855,P02493,accused
CP04255,F3856,P01514,complainant
CP04256,F3857,P02255,complainant
CP04257,F3857,P02159,victim
CP04258,F3857,P00814,accused
CP04259,F3857,P01040,accused
CP04260,F3858,P02913,complainant
CP04261,F3858,P01355,victim
CP04262,F3858,P00751,accused
CP04263,F3858,P02816,accused
CP04264,F3859,P00174,complainant
